업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
휴게음식점,1996-12-21,베스토아, ,서울특별시 강남구 도곡동 112번지 0호  ,12,  02- 573-0873,1996-12-21, ,135-270,1996-12-21,편의점
휴게음식점,1996-07-01,만나스넥,서울특별시 강남구 언주로147길 9-11 (논현동),서울특별시 강남구 논현동 70번지 7호  ,21.08,  02- 549-6834,2001-12-21,6050,135-995,1996-07-01,일반조리판매
휴게음식점,1996-01-05,마스타바게뜨,서울특별시 강남구 논현로67길 17 (역삼동),서울특별시 강남구 역삼동 796번지 0호  ,23.32,  02- 538-7389,1996-01-05,6257,135-930,1996-01-05,일반조리판매
휴게음식점,1996-12-26,라퓨타,서울특별시 강남구 강남대로 374 (역삼동),서울특별시 강남구 역삼동 826번지 0호  ,154.58,  02- 508-8261,1996-12-26,6241,135-935,1996-12-26,다방
휴게음식점,1996-08-21,라크라포,서울특별시 강남구 테헤란로 517 (삼성동 지하1층),서울특별시 강남구 삼성동 159번지 7호 지하1층 ,25.25,  02- 555-1512,2006-10-13,6164,135-090,1996-08-21,다방
휴게음식점,1996-12-11,전통한과,서울특별시 강남구 테헤란로 518 (대치동),서울특별시 강남구 대치동 944번지 31호  ,36.4,  02- 528-4690,2011-08-17,6180,135-846,1996-12-11,과자점
휴게음식점,1996-03-25,세븐일레븐논현6호,서울특별시 강남구 도산대로46길 11 (논현동),서울특별시 강남구 논현동 96번지 0호  ,5.4,  02- 512-9702,2014-04-25,6054,135-819,1996-03-25,편의점
휴게음식점,1996-12-12,씨네하우스,서울특별시 강남구 도산대로 310 (논현동),서울특별시 강남구 논현동 91번지 6호  ,21.76,  02- 515-2345,1996-12-12,6054,135-819,1996-12-12,다방
휴게음식점,1996-07-11,소풍김밥전문점,서울특별시 강남구 논현로176길 28 (신사동),서울특별시 강남구 신사동 613번지 15호  ,22.01,  02- 518-7122,2009-07-28,6022,135-894,1996-07-11,일반조리판매
휴게음식점,1997-07-15,에이엠피엠,서울특별시 강남구 논현로152길 21 (신사동),서울특별시 강남구 신사동 590번지 14호  ,4.35,  02-   0-   0,1997-07-15,6025,135-893,1997-07-15,편의점
휴게음식점,1997-11-27,훼미리마트수서나산점,서울특별시 강남구 광평로56길 10 (수서동),서울특별시 강남구 수서동 726번지 0호  ,4.8,  02-3411-4722,1997-11-27,6367,135-885,1997-11-27,편의점
휴게음식점,1997-08-11,콜롬보,서울특별시 강남구 압구정로 343 (압구정동),서울특별시 강남구 압구정동 494번지 0호  ,9.75,  02-3449-4061,1997-08-11,6008,135-906,1997-08-11,백화점
휴게음식점,1997-08-20,창일생과일쥬스코너,서울특별시 강남구 도곡로 401 (대치동),서울특별시 강남구 대치동 937번지 0호  ,7.13,  02- 553-0101,1997-08-20,6206,135-998,1997-08-20,백화점
휴게음식점,1997-11-21,자마이카,서울특별시 강남구 언주로87길 47 (역삼동),서울특별시 강남구 역삼동 718번지 26호  ,177.15,  02- 501-9947,1997-11-21,6220,135-920,1997-11-21,일반조리판매
휴게음식점,1997-06-23,옛날수타짜장,서울특별시 강남구 도곡로 401  점동 지하호 (대치동 그랜드백화),서울특별시 강남구 대치동 937번지 0호 그랜드백화 점동 지하호,32.4,  02- 531-0282,1997-06-23,6206,135-998,1997-06-23,일반조리판매
휴게음식점,1997-02-13,에벤에셀,서울특별시 강남구 강남대로44길 21 (도곡동),서울특별시 강남구 도곡동 951번지 21호  ,9.3,  02- 538-4662,1997-11-25,6266,135-860,1997-11-25,일반조리판매
휴게음식점,1997-11-12,아트앤크래프트,서울특별시 강남구 역삼로 426 (대치동),서울특별시 강남구 대치동 909번지 5호  ,74.88,  02- 501-7672,1998-04-08,6200,135-841,1997-11-12,다방
휴게음식점,1997-12-31,블루,서울특별시 강남구 압구정로29길 71  지하동 4호호 (압구정동 구상가C동),서울특별시 강남구 압구정동 369번지 1호 구상가C동 지하동 4호호,32.4,  02- 515-3642,1997-12-31,6002,135-898,1997-12-31,다방
휴게음식점,1997-05-03,유림,서울특별시 강남구 일원로3길 64 (일원동),서울특별시 강남구 일원동 656번지 4호  ,20.74,  02- 445-9879,1997-05-03,6342,135-945,1997-05-03,다방
휴게음식점,1997-05-01,아이리쉬,서울특별시 강남구 도산대로12길 14 (논현동),서울특별시 강남구 논현동 12번지 15호  ,44.8,  02- 514-4829,1997-05-01,6039,135-811,1997-05-01,다방
휴게음식점,1997-11-29,베스킨라빈스,서울특별시 강남구 도산대로 521 (청담동),서울특별시 강남구 청담동 125번지 22호  ,36.54,  02-3445-3433,2007-12-13,6013,135-957,1997-11-29,과자점
휴게음식점,1997-09-29,엘지이십오역삼중앙점,서울특별시 강남구 논현로 418 (역삼동),서울특별시 강남구 역삼동 727번지 7호  ,9,  02- 552-5760,1998-07-14,6224,135-921,1997-09-29,편의점
휴게음식점,1997-01-20,걸리버여행기,서울특별시 강남구 도곡로 190 (도곡동),서울특별시 강남구 도곡동 544번지 3호  ,113.07,  02- 567-0304,1997-01-20,6261,135-857,1997-01-20,다방
휴게음식점,1998-04-27,비알코리아(주)포스코점,서울특별시 강남구 테헤란로 440 (대치동 포스코쎈터 지하1층),서울특별시 강남구 대치동 892번지 0호 포스코쎈터 지하1층 ,100.81,  02-    -    ,2002-07-11,6194,135-840,1998-04-27,과자점
휴게음식점,1998-01-20,엘지25신사제일점,서울특별시 강남구 강남대로152길 40 (신사동),서울특별시 강남구 신사동 537번지 0호  ,5.55,  02-3446-1242,2000-05-18,6035,135-889,1998-01-20,편의점
휴게음식점,1998-12-20,현대백화점,서울특별시 강남구 압구정로 165 (압구정동),서울특별시 강남구 압구정동 429번지 0호  ,89.64,  02- 547-2233,1996-03-27,6001,135-900,1996-03-27,백화점
휴게음식점,1998-07-01,피자코렐,서울특별시 강남구 강남대로146길 28 (논현동),서울특별시 강남구 논현동 22번지 0호  ,10.5,  02-3445-8282,1998-07-01,6043,135-814,1998-07-01,일반조리판매
휴게음식점,1998-06-16,상록플라자서울상록회관,서울특별시 강남구 언주로 508 (역삼동),서울특별시 강남구 역삼동 701번지 0호  ,168.11,  02- 560-2382,2001-12-27,6152,135-513,1998-06-16,다방
휴게음식점,1998-07-30,일로뜨,서울특별시 강남구 언주로174길 30 (신사동),서울특별시 강남구 신사동 640번지 2호  ,89.46,  02- 548-7534,1998-07-30,6017,135-896,1998-07-30,다방
휴게음식점,1998-08-26,동림커피숍,서울특별시 강남구 도산대로46길 21 (논현동),서울특별시 강남구 논현동 105번지 4호  ,48.36,  02- 542-4246,1998-08-26,6057,135-820,1998-08-26,다방
휴게음식점,1998-09-16,써니케익커리,서울특별시 강남구 압구정로50길 8 (신사동),서울특별시 강남구 신사동 660번지 10호  ,79.04,  02-3444-1454,1998-09-16,6018,135-897,1998-09-16,다방
휴게음식점,1998-02-16,위드커피,서울특별시 강남구 언주로 726 (논현동),서울특별시 강남구 논현동 105번지 7호  ,55.25,  02- 549-1247,2003-11-13,6057,135-820,1998-02-16,다방
휴게음식점,1998-04-01,자이언트커피숍,서울특별시 강남구 봉은사로 459 (삼성동 지상1층),서울특별시 강남구 삼성동 45번지 10호 지상1층 ,84.64,  02- 546-0225,1998-04-01,6096,135-868,2009-08-20,다방
휴게음식점,1998-12-20,파이브다방,서울특별시 강남구 압구정로20길 15 (신사동),서울특별시 강남구 신사동 572번지 2호  ,90.22,  02-0545-5554,1991-02-01,6030,135-891,1991-02-01,다방
휴게음식점,1998-12-20,살바들달리,서울특별시 강남구 선릉로153길 18 (신사동),서울특별시 강남구 신사동 655번지 15호  ,48.36,  02-0406-8247,1994-09-22,6019,135-897,1994-09-22,다방
휴게음식점,1998-01-12,미스터피자,서울특별시 강남구 언주로 405 (역삼동 104호),서울특별시 강남구 역삼동 730번지 5호 104호 ,42.98,  02- 555-2544,1998-01-12,6225,135-921,2001-08-16,과자점
휴게음식점,1998-12-20,코니아이랜드, ,서울특별시 강남구 수서동 11번지 0호 목연상가 17호호,24.8,  02- 459-9569,1996-06-24, ,135-220,1996-06-24,과자점
휴게음식점,1998-09-14,피제리아,서울특별시 강남구 삼성로57길 33 (대치동),서울특별시 강남구 대치동 1015번지 1호  ,41.34,  02- 552-3024,1998-09-14,6279,135-500,1998-09-14,패스트푸드
휴게음식점,1999-10-15,무역센타현대백화점,서울특별시 강남구 테헤란로 517 (삼성동),서울특별시 강남구 삼성동 159번지 7호  ,115.33,  02-    -    ,2014-04-14,6164,135-090,1988-09-07,과자점
휴게음식점,1999-10-04,예원다방,서울특별시 강남구 논현로38길 6 (도곡동),서울특별시 강남구 도곡동 410번지 0호  ,150.67,  02- 571-2038,1994-09-29,6296,135-854,1994-09-29,다방
휴게음식점,1999-10-11,우리커피숍,서울특별시 강남구 언주로94길 11 (역삼동),서울특별시 강남구 역삼동 700번지 26호  ,94.1,  02-    -    ,1988-09-12,6147,135-513,1988-09-12,다방
휴게음식점,1999-10-18,불스헤드,서울특별시 강남구 논현로28길 56 (도곡동),서울특별시 강남구 도곡동 422번지 4호  ,37.95,  02- 577-2716,1999-10-18,6300,135-855,1998-03-02,과자점
휴게음식점,1999-01-05,살로만치킨,서울특별시 강남구 삼성로67길 45 (대치동 지하1층),서울특별시 강남구 대치동 926번지 1호 지하1층 ,11.55,  02- 564-9994,2000-11-15,6204,135-998,1999-01-05,일반조리판매
휴게음식점,1999-01-26,파라유통,서울특별시 강남구 선릉로 510 (삼성동),서울특별시 강남구 삼성동 141번지 19호  ,36.92,  02- 552-8721,1999-01-26,6162,135-876,1999-01-26,패스트푸드
휴게음식점,1999-02-18,과일나라,서울특별시 강남구 역삼로84길 19 (대치동 럭키(아)상가117),서울특별시 강남구 대치동 963번지 럭키(아)상가117 ,30.9,  02-3463-2680,1999-02-13,6186,135-848,1999-02-13,일반조리판매
휴게음식점,1999-03-24,TCBY  프레즐메이커,서울특별시 강남구 선릉로 320 (대치동 지상1층),서울특별시 강남구 대치동 922번지 28호 지상1층 ,39.06,  02- 561-9688,1999-03-24,6205,135-843,1999-03-24,일반조리판매
휴게음식점,1999-03-26,사가네왕만두,서울특별시 강남구 학동로101길 33 (청담동 지상1층 107호),서울특별시 강남구 청담동 132번지 8호 지상1층 107호 ,25.98,  02- 544-0145,2000-03-13,6075,135-957,1999-03-26,일반조리판매
휴게음식점,1999-04-01,삼형다방,서울특별시 강남구 논현로 337 (역삼동),서울특별시 강남구 역삼동 790번지 9호  ,78.54,  02- 562-1709,1999-04-01,6248,135-929,1999-04-01,다방
휴게음식점,1999-04-20,피자노베,서울특별시 강남구 역삼로64길 11 (대치동),서울특별시 강남구 대치동 919번지 3호  ,27.06,  02- 568-5688,1999-04-20,6200,135-843,1999-04-20,패스트푸드
휴게음식점,1999-05-07,순희네분식,서울특별시 강남구 논현로105길 71 (역삼동 지상1층),서울특별시 강남구 역삼동 615번지 25호 지상1층 ,31.7,  02- 539-7254,2007-12-24,6124,135-907,1999-05-07,일반조리판매
휴게음식점,1999-05-20,피자토비,서울특별시 강남구 강남대로124길 48 (논현동 지상1층),서울특별시 강남구 논현동 147번지 19호 지상1층 ,29.75,  02- 549-3007,1999-05-20,6113,135-825,2003-05-09,패스트푸드
휴게음식점,1999-05-24,키티스까페,서울특별시 강남구 압구정로54길 22 (신사동 지상1층),서울특별시 강남구 신사동 663번지 26호 지상1층 ,147.22,  02-3442-7749,1999-05-24,6018,135-897,1999-05-24,과자점
휴게음식점,1999-05-29,서경식품,서울특별시 강남구 봉은사로 302 (역삼동),서울특별시 강남구 역삼동 680번지 0호  ,9.45,  02-    -    ,1999-05-29,6143,135-916,1999-05-29,일반조리판매
휴게음식점,1999-06-15,(주)현대백화점,서울특별시 강남구 압구정로 165 (압구정동),서울특별시 강남구 압구정동 429번지 0호  ,82.96,  02-3449-5591,2014-04-15,6001,135-900,1999-06-15,백화점
휴게음식점,1999-07-13,스카이라인,서울특별시 강남구 역삼로 310 (역삼동 5층4호),서울특별시 강남구 역삼동 755번지 0호 5층4호 ,79.56,  02- 569-5580,1999-07-13,6217,135-926,1999-07-13,다방
휴게음식점,1999-07-16,(주)보승식품,서울특별시 강남구 역삼로 310 (역삼동 한솔필리아 지하2층 1호),서울특별시 강남구 역삼동 755번지 0호 한솔필리아 지하2층 1호 ,8.16,  02-2006-9183,2010-10-27,6217,135-926,2007-01-18,일반조리판매
휴게음식점,1999-07-19,이마트역삼점피자 구이,서울특별시 강남구 역삼로 310 (역삼동 지하2층),서울특별시 강남구 역삼동 755번지 0호 지하2층 ,18.5,  02-2006-9183,2014-04-03,6217,135-926,2007-01-18,일반조리판매
휴게음식점,1999-07-19,이마트역삼점튀김코너,서울특별시 강남구 역삼로 310 (역삼동 한솔필리아 지하2층),서울특별시 강남구 역삼동 755번지 0호 한솔필리아 지하2층 ,19.9,  02-2006-9183,2014-04-03,6217,135-926,2007-01-18,일반조리판매
휴게음식점,1999-07-19,이마트역삼점낱개초밥 롤,서울특별시 강남구 역삼로 310 (역삼동 한솔필리아 지하2층),서울특별시 강남구 역삼동 755번지 0호 한솔필리아 지하2층 ,18.6,  02-2006-9183,2014-04-03,6217,135-926,2007-01-18,일반조리판매
휴게음식점,1999-07-19,이마트역삼점김밥 도시락,서울특별시 강남구 역삼로 310 (역삼동 한솔필리아 지하2층 1호),서울특별시 강남구 역삼동 755번지 0호 한솔필리아 지하2층 1호 ,16.9,  02-2006-9183,2014-04-03,6217,135-926,2007-01-18,일반조리판매
휴게음식점,1999-07-27,현죽휴게소,서울특별시 강남구 역삼로 114  지하1층 (역삼동),서울특별시 강남구 역삼동 832번지 41호  ,17.63,  02- 568-9330,2016-05-16,6252,135-936,1999-07-27,일반조리판매
휴게음식점,1999-09-01,세븐일레븐역삼13호점,서울특별시 강남구 논현로 565 (역삼동 지상1층),서울특별시 강남구 역삼동 606번지 18호 지상1층 ,10,  02- 557-1734,2014-04-25,6125,135-907,1999-09-01,일반조리판매
휴게음식점,1999-09-17,한국맥도날드 대치점,서울특별시 강남구 삼성로 151 (대치동),서울특별시 강남구 대치동 506번지 0호  ,295.59,  02- 538-7471,2016-03-25,6291,135-836,1999-09-17,패스트푸드
휴게음식점,1999-09-17,한국맥도날드강남점,서울특별시 강남구 강남대로 422 (역삼동 지상1층),서울특별시 강남구 역삼동 816번지 0호 지상1층 ,144.34,  02- 553-7635,2016-03-28,6129,135-931,1999-09-17,패스트푸드
휴게음식점,1999-10-01,소닉,서울특별시 강남구 선릉로 823 (신사동 한양타운빌딩1층),서울특별시 강남구 신사동 665번지 1호 한양타운빌딩1층 ,14.9,  02-3444-4483,1999-10-01,6018,135-897,1999-10-01,일반조리판매
휴게음식점,1999-10-02,세븐일레븐논현12호,서울특별시 강남구 강남대로128길 48 (논현동),서울특별시 강남구 논현동 139번지 0호  ,12,  02-3445-6193,2014-04-25,6113,135-822,1999-10-02,일반조리판매
휴게음식점,1999-10-04,지에스25지에스강남점,서울특별시 강남구 논현로 508 (역삼동 지상1층),서울특별시 강남구 역삼동 679번지 0호 지상1층 ,6.61,  02-3453-5996,2016-01-27,6141,135-916,2005-07-19,일반조리판매
휴게음식점,1999-10-05,미니스톱논현점,서울특별시 강남구 언주로 728 (논현동),서울특별시 강남구 논현동 98번지 2호  ,1.33,  02-3444-6981,2004-02-26,6057,135-819,1999-10-05,편의점
휴게음식점,1999-11-01,바이더웨이압구정2호점,서울특별시 강남구 압구정로28길 28 (신사동),서울특별시 강남구 신사동 576번지 7호  ,0.9,  02- 517-8617,2014-04-28,6030,135-891,1999-11-01,편의점
